session_idx,turn_idx,scenario,reservation_nc,actual_nc,refund_nc,input_tokens,output_tokens,body_bytes,margin_ratio,violated,latency_ms
58,10,rust_learning,15415000,5561000,9854000,3911,330,12855,2.771983,false,4332
58,11,rust_learning,16728000,6308000,10420000,4253,411,14168,2.651871,false,5409
59,0,podcast_brainstorm,2715000,1335000,1380000,25,262,155,2.033708,false,4203
59,1,podcast_brainstorm,3941000,1728000,2213000,298,286,1381,2.280671,false,4730
59,2,podcast_brainstorm,5233000,2128000,3105000,598,306,2673,2.459117,false,4414
59,3,podcast_brainstorm,6645000,1217000,5428000,917,60,4085,5.460148,false,1527
59,4,podcast_brainstorm,6983000,1917000,5066000,992,185,4423,3.642671,false,5121
59,5,podcast_brainstorm,7855000,1906000,5949000,1186,144,5295,4.121196,false,3073
59,6,podcast_brainstorm,8507000,2050000,6457000,1340,142,5947,4.149756,false,3374
59,7,podcast_brainstorm,9232000,2836000,6396000,1496,268,6672,3.255289,false,7823
59,8,podcast_brainstorm,10471000,2975000,7496000,1775,240,7911,3.519664,false,3992
59,9,podcast_brainstorm,11600000,2387000,9213000,2027,72,9040,4.859656,false,2377
59,10,podcast_brainstorm,12030000,3669000,8361000,2109,312,9470,3.278823,false,5531
59,11,podcast_brainstorm,13360000,4001000,9359000,2431,314,10800,3.339165,false,4905
60,0,essay_revision,2714000,1009000,1705000,19,198,154,2.689792,false,4723
60,1,essay_revision,4008000,1412000,2596000,227,237,1448,2.838527,false,3278
60,2,essay_revision,5603000,1132000,4471000,477,131,3043,4.949647,false,2251
60,3,essay_revision,6513000,1387000,5126000,617,154,3953,4.695746,false,2051
60,4,essay_revision,7544000,1718000,5826000,783,187,4984,4.391153,false,2661
60,5,essay_revision,8748000,1876000,6872000,986,178,6188,4.663113,false,6964
60,6,essay_revision,9947000,2098000,7849000,1173,185,7387,4.741182,false,2369
60,7,essay_revision,11191000,2336000,8855000,1371,193,8631,4.790668,false,2386
60,8,essay_revision,12458000,2457000,10001000,1572,177,9898,5.070411,false,1694
60,9,essay_revision,13618000,2650000,10968000,1760,178,11058,5.138868,false,1802
60,10,essay_revision,14757000,2837000,11920000,1947,178,12197,5.201621,false,2072
60,11,essay_revision,15941000,2323000,13618000,2138,37,13381,6.862247,false,1782
61,0,math_problem,2708000,1027000,1681000,32,199,148,2.636806,false,2457
61,1,math_problem,3281000,2315000,966000,240,415,721,1.417279,false,3273
61,2,math_problem,4439000,2250000,2189000,665,317,1879,1.972889,false,3505
61,3,math_problem,5620000,2568000,3052000,1003,313,3060,2.188474,false,2440
61,4,math_problem,6422000,3150000,3272000,1330,364,3862,2.038730,false,3651
61,5,math_problem,7498000,3662000,3836000,1707,391,4938,2.047515,false,3225
61,6,math_problem,8609000,3806000,4803000,2111,339,6049,2.261955,false,3187
61,7,math_problem,9531000,4791000,4740000,2461,466,6971,1.989355,false,5618
61,8,math_problem,10979000,5470000,5509000,2940,506,8419,2.007130,false,6342
61,9,math_problem,12762000,5435000,7327000,3460,395,10202,2.348114,false,3749
61,10,math_problem,13799000,6094000,7705000,3869,445,11239,2.264358,false,5330
61,11,math_problem,15169000,6119000,9050000,4324,359,12609,2.479000,false,4424
62,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,5546
62,1,tech_compare,4803000,3102000,1701000,542,512,2243,1.548356,false,5710
62,2,tech_compare,6751000,3633000,3118000,1073,512,4191,1.858244,false,6344
62,3,tech_compare,8554000,4159000,4395000,1599,512,5994,2.056744,false,5140
62,4,tech_compare,10278000,4681000,5597000,2121,512,7718,2.195685,false,4927
62,5,tech_compare,11980000,5207000,6773000,2647,512,9420,2.300749,false,5288
62,6,tech_compare,13783000,5733000,8050000,3173,512,11223,2.404151,false,5190
62,7,tech_compare,15568000,6256000,9312000,3696,512,13008,2.488491,false,5515
62,8,tech_compare,17208000,6783000,10425000,4223,512,14648,2.536931,false,5487
62,9,tech_compare,18872000,7314000,11558000,4754,512,16312,2.580257,false,5507
62,10,tech_compare,20646000,7841000,12805000,5281,512,18086,2.633083,false,18223
62,11,tech_compare,22531000,8368000,14163000,5808,512,19971,2.692519,false,6265
63,0,recipe_iter,2715000,1337000,1378000,22,263,155,2.030666,false,3565
63,1,recipe_iter,3721000,794000,2927000,294,100,1161,4.686398,false,1841
63,2,recipe_iter,4159000,1793000,2366000,403,278,1599,2.319576,false,3727
63,3,recipe_iter,5176000,1891000,3285000,696,239,2616,2.737176,false,3165
63,4,recipe_iter,6021000,2216000,3805000,946,254,3461,2.717058,false,3737
63,5,recipe_iter,7082000,2749000,4333000,1209,308,4522,2.576210,false,4373
63,6,recipe_iter,8115000,3196000,4919000,1526,334,5555,2.539111,false,3423
63,7,recipe_iter,9195000,3352000,5843000,1872,296,6635,2.743138,false,4955
63,8,recipe_iter,10302000,3701000,6601000,2176,305,7742,2.783572,false,4558
63,9,recipe_iter,11367000,4153000,7214000,2493,332,8807,2.737058,false,4380
63,10,recipe_iter,12450000,4343000,8107000,2833,302,9890,2.866682,false,5034
63,11,recipe_iter,13468000,5120000,8348000,3145,395,10908,2.630469,false,5128
64,0,trip_planning,2730000,2103000,627000,28,415,170,1.298146,false,4903
64,1,trip_planning,4241000,3014000,1227000,454,512,1681,1.407100,false,5949
64,2,trip_planning,6030000,3542000,2488000,982,512,3470,1.702428,false,5529
64,3,trip_planning,7707000,4069000,3638000,1509,512,5147,1.894077,false,6964
64,4,trip_planning,9867000,4594000,5273000,2034,512,7307,2.147801,false,7577
64,5,trip_planning,11519000,5121000,6398000,2561,512,8959,2.249365,false,7606
64,6,trip_planning,13443000,5650000,7793000,3090,512,10883,2.379292,false,7694
64,7,trip_planning,15519000,6176000,9343000,3616,512,12959,2.512791,false,9074
64,8,trip_planning,17509000,6707000,10802000,4147,512,14949,2.610556,false,7578
64,9,trip_planning,19096000,7237000,11859000,4677,512,16536,2.638662,false,10855
64,10,trip_planning,21166000,6124000,15042000,5209,183,18606,3.456238,false,3792
64,11,trip_planning,21979000,5924000,16055000,5404,104,19419,3.710162,false,3478
65,0,code_debug,2939000,2192000,747000,107,417,379,1.340785,false,4439
65,1,code_debug,4323000,3103000,1220000,543,512,1763,1.393168,false,4021
65,2,code_debug,5555000,3628000,1927000,1068,512,2995,1.531147,false,4368
65,3,code_debug,7204000,4158000,3046000,1598,512,4644,1.732564,false,3610
65,4,code_debug,8067000,4497000,3570000,2122,475,5507,1.793863,false,4126
65,5,code_debug,9417000,5167000,4250000,2607,512,6857,1.822528,false,4182
65,6,code_debug,10964000,5694000,5270000,3134,512,8404,1.925536,false,5962
65,7,code_debug,12769000,6222000,6547000,3662,512,10209,2.052234,false,4665
65,8,code_debug,14718000,6748000,7970000,4188,512,12158,2.181091,false,3832
65,9,code_debug,16368000,7274000,9094000,4714,512,13808,2.250206,false,4053
65,10,code_debug,18113000,7800000,10313000,5240,512,15553,2.322179,false,7146
65,11,code_debug,19834000,8220000,11614000,5765,491,17274,2.412895,false,5322
66,0,rust_learning,2695000,694000,2001000,19,135,135,3.883285,false,3716
66,1,rust_learning,3332000,1577000,1755000,167,282,772,2.112873,false,4300
66,2,rust_learning,4241000,2330000,1911000,465,373,1681,1.820172,false,3806
66,3,rust_learning,5377000,2908000,2469000,848,412,2817,1.849037,false,4792
66,4,rust_learning,6981000,3787000,3194000,1272,503,4421,1.843412,false,5196
66,5,rust_learning,8626000,4349000,4277000,1789,512,6066,1.983444,false,4578
66,6,rust_learning,10251000,4881000,5370000,2321,512,7691,2.100184,false,5173
66,7,rust_learning,11959000,5410000,6549000,2850,512,9399,2.210536,false,6346
66,8,rust_learning,13616000,5937000,7679000,3377,512,11056,2.293414,false,4971
66,9,rust_learning,15399000,6464000,8935000,3904,512,12839,2.382271,false,4655
66,10,rust_learning,17087000,6762000,10325000,4432,466,14527,2.526915,false,5323
66,11,rust_learning,18642000,6875000,11767000,4910,393,16082,2.711564,false,5011
67,0,podcast_brainstorm,2715000,1235000,1480000,25,242,155,2.198381,false,3587
67,1,podcast_brainstorm,3885000,1638000,2247000,278,272,1325,2.371795,false,3773
67,2,podcast_brainstorm,5095000,1979000,3116000,564,283,2535,2.574533,false,4257
67,3,podcast_brainstorm,6403000,1235000,5168000,860,75,3843,5.184615,false,1899
67,4,podcast_brainstorm,6761000,1865000,4896000,950,183,4201,3.625201,false,3250
67,5,podcast_brainstorm,7585000,1867000,5718000,1142,145,5025,4.062667,false,5017
67,6,podcast_brainstorm,8250000,2187000,6063000,1297,178,5690,3.772291,false,3482
67,7,podcast_brainstorm,9133000,2979000,6154000,1489,298,6573,3.065794,false,4482
67,8,podcast_brainstorm,10446000,3053000,7393000,1798,251,7886,3.421553,false,4527
67,9,podcast_brainstorm,11547000,2405000,9142000,2060,69,8987,4.801247,false,1796
67,10,podcast_brainstorm,11949000,3459000,8490000,2139,264,9389,3.454467,false,5874
67,11,podcast_brainstorm,13164000,3748000,9416000,2413,267,10604,3.512273,false,3993
68,0,essay_revision,2714000,1014000,1700000,19,199,154,2.676529,false,3056
68,1,essay_revision,4042000,1368000,2674000,228,228,1482,2.954678,false,3293
68,2,essay_revision,5602000,1129000,4473000,469,132,3042,4.961913,false,2047
68,3,essay_revision,6554000,1400000,5154000,610,158,3994,4.681429,false,1735
68,4,essay_revision,7619000,1755000,5864000,780,195,5059,4.341311,false,4361
68,5,essay_revision,8941000,1936000,7005000,991,189,6381,4.618285,false,3069
68,6,essay_revision,10179000,2169000,8010000,1189,196,7619,4.692946,false,1844
68,7,essay_revision,11455000,2383000,9072000,1398,197,8895,4.806966,false,2100
68,8,essay_revision,12722000,2513000,10209000,1603,182,10162,5.062475,false,4354
68,9,essay_revision,13893000,2746000,11147000,1796,190,11333,5.059359,false,2982
68,10,essay_revision,15096000,2960000,12136000,1995,193,12536,5.100000,false,2162
68,11,essay_revision,16372000,2391000,13981000,2201,38,13812,6.847344,false,1932
69,0,math_problem,2708000,1277000,1431000,32,249,148,2.120595,false,2869
69,1,math_problem,3344000,2850000,494000,290,512,784,1.173333,false,4299
69,2,math_problem,4732000,2479000,2253000,814,333,2172,1.908834,false,3977
69,3,math_problem,6043000,3333000,2710000,1168,433,3483,1.813081,false,2843
69,4,math_problem,7055000,3710000,3345000,1615,419,4495,1.901617,false,3743
69,5,math_problem,8181000,4607000,3574000,2047,512,5621,1.775776,false,4710
69,6,math_problem,9484000,4420000,5064000,2575,369,6924,2.145701,false,3111
69,7,math_problem,10532000,5515000,5017000,2955,512,7972,1.909701,false,5837
69,8,math_problem,12189000,6043000,6146000,3483,512,9629,2.017045,false,4913
69,9,math_problem,13476000,6571000,6905000,4011,512,10916,2.050829,false,4182
69,10,math_problem,14826000,6875000,7951000,4540,467,12266,2.156509,false,4626
69,11,math_problem,16267000,7292000,8975000,5017,455,13707,2.230801,false,4359
70,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,5268
70,1,tech_compare,4877000,3101000,1776000,541,512,2317,1.572718,false,7552
70,2,tech_compare,6797000,3631000,3166000,1071,512,4237,1.871936,false,4938
70,3,tech_compare,8640000,4157000,4483000,1597,512,6080,2.078422,false,8727
70,4,tech_compare,10436000,4679000,5757000,2119,512,7876,2.230391,false,5104
70,5,tech_compare,12270000,5205000,7065000,2645,512,9710,2.357349,false,5309
70,6,tech_compare,14152000,5731000,8421000,3171,512,11592,2.469377,false,4291
70,7,tech_compare,16070000,6255000,9815000,3695,512,13510,2.569145,false,4901
70,8,tech_compare,18195000,6782000,11413000,4222,512,15635,2.682837,false,6034
70,9,tech_compare,19958000,7313000,12645000,4753,512,17398,2.729113,false,6643
70,10,tech_compare,22095000,7840000,14255000,5280,512,19535,2.818240,false,5521
70,11,tech_compare,23992000,8367000,15625000,5807,512,21432,2.867455,false,6339
71,0,recipe_iter,2715000,1162000,1553000,22,228,155,2.336489,false,3682
71,1,recipe_iter,3605000,664000,2941000,259,81,1045,5.429217,false,1594
71,2,recipe_iter,3910000,1449000,2461000,349,220,1350,2.698413,false,3119
71,3,recipe_iter,4775000,1754000,3021000,584,234,2215,2.722349,false,3456
71,4,recipe_iter,5697000,1919000,3778000,829,218,3137,2.968734,false,3885
71,5,recipe_iter,6660000,2466000,4194000,1056,282,4100,2.700730,false,3537
71,6,recipe_iter,7675000,2672000,5003000,1347,265,5115,2.872380,false,3640
71,7,recipe_iter,8674000,2969000,5705000,1624,269,6114,2.921522,false,4032
71,8,recipe_iter,9717000,3396000,6321000,1901,299,7157,2.861307,false,3842
71,9,recipe_iter,10836000,3752000,7084000,2212,308,8276,2.888060,false,4756
71,10,recipe_iter,11889000,3848000,8041000,2528,264,9329,3.089657,false,4440
71,11,recipe_iter,12833000,4577000,8256000,2802,355,10273,2.803802,false,5541
72,0,trip_planning,2730000,1983000,747000,28,391,170,1.376702,false,3838
72,1,trip_planning,4160000,2990000,1170000,430,512,1600,1.391304,false,5306
72,2,trip_planning,5928000,3413000,2515000,958,491,3368,1.736888,false,6960
72,3,trip_planning,7528000,4021000,3507000,1461,512,4968,1.872171,false,6752
72,4,trip_planning,9750000,4547000,5203000,1987,512,7190,2.144271,false,6754
72,5,trip_planning,11329000,5074000,6255000,2514,512,8769,2.232755,false,6754
72,6,trip_planning,13246000,5603000,7643000,3043,512,10686,2.364091,false,6345
72,7,trip_planning,15347000,6129000,9218000,3569,512,12787,2.503997,false,11871
72,8,trip_planning,17352000,6660000,10692000,4100,512,14792,2.605405,false,5739
72,9,trip_planning,18899000,7190000,11709000,4630,512,16339,2.628512,false,6442
72,10,trip_planning,20900000,6192000,14708000,5162,206,18340,3.375323,false,3641
72,11,trip_planning,21779000,6035000,15744000,5380,131,19219,3.608782,false,3468
73,0,code_debug,2939000,2667000,272000,107,512,379,1.101987,false,6090
73,1,code_debug,4717000,3201000,1516000,641,512,2157,1.473602,false,4142
73,2,code_debug,5936000,3726000,2210000,1166,512,3376,1.593129,false,8235
73,3,code_debug,7589000,4256000,3333000,1696,512,5029,1.783130,false,3265
73,4,code_debug,8712000,4780000,3932000,2220,512,6152,1.822594,false,4218
73,5,code_debug,10298000,5305000,4993000,2745,512,7738,1.941188,false,6959
73,6,code_debug,11830000,5832000,5998000,3272,512,9270,2.028464,false,5591
73,7,code_debug,13461000,6360000,7101000,3800,512,10901,2.116509,false,4028
73,8,code_debug,15034000,6886000,8148000,4326,512,12474,2.183270,false,3889
73,9,code_debug,16571000,7412000,9159000,4852,512,14011,2.235699,false,4707
73,10,code_debug,18447000,7728000,10719000,5378,470,15887,2.387034,false,3887
73,11,code_debug,20191000,7773000,12418000,5858,383,17631,2.597581,false,5322
74,0,rust_learning,2695000,644000,2051000,19,125,135,4.184783,false,2339
74,1,rust_learning,3340000,1217000,2123000,157,212,780,2.744454,false,3082
74,2,rust_learning,4094000,1615000,2479000,385,246,1534,2.534985,false,2955
74,3,rust_learning,4932000,2456000,2476000,641,363,2372,2.008143,false,7278
74,4,rust_learning,6241000,2731000,3510000,1016,343,3681,2.285244,false,3479
74,5,rust_learning,7425000,3078000,4347000,1373,341,4865,2.412281,false,3944
74,6,rust_learning,8632000,3526000,5106000,1731,359,6072,2.448100,false,4510
74,7,rust_learning,9939000,4329000,5610000,2104,445,7379,2.295911,false,4462
74,8,rust_learning,11383000,4747000,6636000,2562,437,8823,2.397936,false,5235
74,9,rust_learning,12941000,5446000,7495000,3011,487,10381,2.376239,false,6471
74,10,rust_learning,14494000,4771000,9723000,3511,252,11934,3.037938,false,3738
74,11,rust_learning,15624000,5740000,9884000,3775,393,13064,2.721951,false,4828
75,0,podcast_brainstorm,2715000,1270000,1445000,25,249,155,2.137795,false,3714
75,1,podcast_brainstorm,3886000,1800000,2086000,285,303,1326,2.158889,false,4111
75,2,podcast_brainstorm,5343000,2122000,3221000,602,304,2783,2.517908,false,6663
75,3,podcast_brainstorm,6794000,1174000,5620000,919,51,4234,5.787053,false,1915
75,4,podcast_brainstorm,7087000,1705000,5382000,985,144,4527,4.156598,false,2732
75,5,podcast_brainstorm,7736000,1758000,5978000,1138,124,5176,4.400455,false,2260
75,6,podcast_brainstorm,8295000,1727000,6568000,1272,91,5735,4.803127,false,2398
75,7,podcast_brainstorm,8831000,2542000,6289000,1377,233,6271,3.474036,false,3967
75,8,podcast_brainstorm,9878000,2771000,7107000,1621,230,7318,3.564778,false,5337
75,9,podcast_brainstorm,10987000,2253000,8734000,1863,78,8427,4.876609,false,3284
75,10,podcast_brainstorm,11395000,3486000,7909000,1951,307,8835,3.268789,false,6154
75,11,podcast_brainstorm,12737000,3698000,9039000,2268,286,10177,3.444294,false,6563
76,0,essay_revision,2714000,1014000,1700000,19,199,154,2.676529,false,3979
76,1,essay_revision,4031000,1418000,2613000,228,238,1471,2.842736,false,3415
76,2,essay_revision,5648000,1159000,4489000,479,136,3088,4.873167,false,2049
76,3,essay_revision,6616000,1429000,5187000,624,161,4056,4.629811,false,1745
76,4,essay_revision,7703000,1767000,5936000,797,194,5143,4.359366,false,5582
76,5,essay_revision,8996000,1942000,7054000,1007,187,6436,4.632338,false,2273
76,6,essay_revision,10240000,2158000,8082000,1203,191,7680,4.745134,false,1844
76,7,essay_revision,11505000,2367000,9138000,1407,192,8945,4.860583,false,2666
76,8,essay_revision,12768000,2507000,10261000,1607,180,10208,5.092940,false,2662
76,9,essay_revision,13980000,2788000,11192000,1798,198,11420,5.014347,false,2435
76,10,essay_revision,15274000,3015000,12259000,2005,202,12714,5.066003,false,3597
76,11,essay_revision,16616000,2405000,14211000,2220,37,14056,6.908940,false,3391
77,0,math_problem,2708000,1037000,1671000,32,201,148,2.611379,false,2049
77,1,math_problem,3245000,2322000,923000,242,416,685,1.397502,false,4147
77,2,math_problem,4365000,2163000,2202000,668,299,1805,2.018031,false,4048
77,3,math_problem,5606000,2998000,2608000,988,402,3046,1.869913,false,3170
77,4,math_problem,6609000,3009000,3600000,1404,321,4049,2.196411,false,4854
77,5,math_problem,7614000,3858000,3756000,1738,424,5054,1.973561,false,5737
77,6,math_problem,8761000,4045000,4716000,2175,374,6201,2.165884,false,3686
77,7,math_problem,9767000,4720000,5047000,2560,432,7207,2.069280,false,5143
77,8,math_problem,11128000,5455000,5673000,3005,490,8568,2.039963,false,6063
77,9,math_problem,12659000,5649000,7010000,3509,428,10099,2.240928,false,3687
77,10,math_problem,13781000,6006000,7775000,3951,411,11221,2.294539,false,5420
77,11,math_problem,15353000,6242000,9111000,4372,374,12793,2.459628,false,5006
78,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,5727
78,1,tech_compare,4744000,3102000,1642000,542,512,2184,1.529336,false,4413
78,2,tech_compare,6642000,3633000,3009000,1073,512,4082,1.828241,false,4837
78,3,tech_compare,8552000,4159000,4393000,1599,512,5992,2.056264,false,5196
78,4,tech_compare,10189000,4681000,5508000,2121,512,7629,2.176672,false,5467
78,5,tech_compare,11955000,5207000,6748000,2647,512,9395,2.295948,false,5330
78,6,tech_compare,13684000,5732000,7952000,3172,512,11124,2.387299,false,4268
78,7,tech_compare,15531000,6255000,9276000,3695,512,12971,2.482974,false,8235
78,8,tech_compare,17387000,6782000,10605000,4222,512,14827,2.563698,false,13699
78,9,tech_compare,19111000,7313000,11798000,4753,512,16551,2.613291,false,4746
78,10,tech_compare,20898000,7840000,13058000,5280,512,18338,2.665561,false,5019
78,11,tech_compare,22820000,8367000,14453000,5807,512,20260,2.727381,false,7963
79,0,recipe_iter,2715000,1187000,1528000,22,233,155,2.287279,false,3192
79,1,recipe_iter,3573000,699000,2874000,264,87,1013,5.111588,false,3072
79,2,recipe_iter,3954000,1710000,2244000,360,270,1394,2.312281,false,2898
79,3,recipe_iter,4885000,1835000,3050000,645,238,2325,2.662125,false,3483
79,4,recipe_iter,5762000,2079000,3683000,894,237,3202,2.771525,false,6967
79,5,recipe_iter,6733000,2690000,4043000,1140,310,4173,2.502974,false,5530
79,6,recipe_iter,7685000,2939000,4746000,1459,296,5125,2.614835,false,2980
79,7,recipe_iter,8642000,2957000,5685000,1767,238,6082,2.922557,false,4022
79,8,recipe_iter,9542000,3278000,6264000,2013,253,6982,2.910921,false,2931
79,9,recipe_iter,10446000,3668000,6778000,2278,278,7886,2.847874,false,4169
79,10,recipe_iter,11414000,3879000,7535000,2564,263,8854,2.942511,false,3698
79,11,recipe_iter,12309000,4437000,7872000,2837,320,9749,2.774172,false,6723
80,0,trip_planning,2730000,1848000,882000,28,364,170,1.477273,false,5111
80,1,trip_planning,4140000,2963000,1177000,403,512,1580,1.397233,false,4703
80,2,trip_planning,5990000,3265000,2725000,930,467,3430,1.834609,false,5023
80,3,trip_planning,7529000,3829000,3700000,1409,484,4969,1.966310,false,6842
80,4,trip_planning,9701000,4464000,5237000,1904,512,7141,2.173163,false,5728
80,5,trip_planning,11495000,4991000,6504000,2431,512,8935,2.303146,false,6501
80,6,trip_planning,13372000,5520000,7852000,2960,512,10812,2.422464,false,8031
80,7,trip_planning,15525000,6046000,9479000,3486,512,12965,2.567813,false,7165
80,8,trip_planning,17540000,6577000,10963000,4017,512,14980,2.666869,false,6371
80,9,trip_planning,19170000,7106000,12064000,4546,512,16610,2.697720,false,8368
80,10,trip_planning,21186000,5988000,15198000,5078,182,18626,3.538076,false,4299
80,11,trip_planning,22037000,5967000,16070000,5272,139,19477,3.693146,false,3685
81,0,code_debug,2939000,2547000,392000,107,488,379,1.153907,false,16378
81,1,code_debug,4469000,3174000,1295000,614,512,1909,1.408003,false,4324
81,2,code_debug,5693000,3269000,2424000,1139,426,3133,1.741511,false,4192
81,3,code_debug,6966000,4140000,2826000,1580,512,4406,1.682609,false,3687
81,4,code_debug,8021000,4664000,3357000,2104,512,5461,1.719768,false,4299
81,5,code_debug,9592000,5189000,4403000,2629,512,7032,1.848526,false,4299
81,6,code_debug,11168000,5716000,5452000,3156,512,8608,1.953814,false,5928
81,7,code_debug,13002000,6244000,6758000,3684,512,10442,2.082319,false,4704
81,8,code_debug,14797000,6770000,8027000,4210,512,12237,2.185672,false,5104
81,9,code_debug,16326000,7296000,9030000,4736,512,13766,2.237664,false,3860
81,10,code_debug,17945000,7822000,10123000,5262,512,15385,2.294170,false,4448
81,11,code_debug,19611000,7927000,11684000,5787,428,17051,2.473950,false,5405
82,0,rust_learning,2695000,609000,2086000,19,118,135,4.425287,false,2455
82,1,rust_learning,3288000,1410000,1878000,150,252,728,2.331915,false,5278
82,2,rust_learning,4087000,1983000,2104000,418,313,1527,2.061019,false,4131
82,3,rust_learning,5151000,2736000,2415000,741,399,2591,1.882675,false,4707
82,4,rust_learning,6512000,3142000,3370000,1152,398,3952,2.072565,false,6077
82,5,rust_learning,7794000,3619000,4175000,1564,411,5234,2.153634,false,4975
82,6,rust_learning,9079000,4027000,5052000,1992,407,6519,2.254532,false,4093
82,7,rust_learning,10432000,4888000,5544000,2413,495,7872,2.134206,false,6141
82,8,rust_learning,12179000,5236000,6943000,2921,463,9619,2.326012,false,6112
82,9,rust_learning,13802000,5956000,7846000,3396,512,11242,2.317327,false,4444
82,10,rust_learning,15417000,6129000,9288000,3924,441,12857,2.515419,false,5205
82,11,rust_learning,16821000,6072000,10749000,4377,339,14261,2.770257,false,3982
83,0,podcast_brainstorm,2715000,1325000,1390000,25,260,155,2.049057,false,7295
83,1,podcast_brainstorm,3934000,1521000,2413000,296,245,1374,2.586456,false,4572
83,2,podcast_brainstorm,5091000,2015000,3076000,555,292,2531,2.526551,false,4709
83,3,podcast_brainstorm,6411000,1150000,5261000,860,58,3851,5.574783,false,1899
83,4,podcast_brainstorm,6730000,2068000,4662000,933,227,4170,3.254352,false,4226
83,5,podcast_brainstorm,7789000,2134000,5655000,1169,193,5229,3.649953,false,3669
83,6,podcast_brainstorm,8651000,2362000,6289000,1372,198,6091,3.662574,false,4738
83,7,podcast_brainstorm,9600000,2959000,6641000,1584,275,7040,3.244339,false,4916
83,8,podcast_brainstorm,10840000,3235000,7605000,1870,273,8280,3.350850,false,4912
83,9,podcast_brainstorm,12068000,2615000,9453000,2155,92,9508,4.614914,false,2391
83,10,podcast_brainstorm,12632000,3832000,8800000,2257,315,10072,3.296451,false,4755
83,11,podcast_brainstorm,13935000,4162000,9773000,2582,316,11375,3.348150,false,5023
84,0,essay_revision,2714000,984000,1730000,19,193,154,2.758130,false,3184
84,1,essay_revision,3960000,1367000,2593000,222,229,1400,2.896854,false,4094
84,2,essay_revision,5555000,1144000,4411000,464,136,2995,4.855769,false,2456
84,3,essay_revision,6524000,1429000,5095000,609,164,3964,4.565430,false,4914
84,4,essay_revision,7631000,1765000,5866000,785,196,5071,4.323513,false,2661
84,5,essay_revision,8931000,1967000,6964000,997,194,6371,4.540417,false,2456
84,6,essay_revision,10256000,2200000,8056000,1200,200,7696,4.661818,false,2456
84,7,essay_revision,11601000,2488000,9113000,1413,215,9041,4.662781,false,2866
84,8,essay_revision,13024000,2671000,10353000,1636,207,10464,4.876076,false,1887
84,9,essay_revision,14402000,2959000,11443000,1854,221,11842,4.867185,false,3436
84,10,essay_revision,15853000,3284000,12569000,2084,240,13293,4.827345,false,3070
84,11,essay_revision,17477000,2512000,14965000,2337,35,14917,6.957404,false,2455
85,0,math_problem,2708000,1082000,1626000,32,210,148,2.502773,false,2078
85,1,math_problem,3261000,2441000,820000,251,438,701,1.335928,false,3764
85,2,math_problem,4415000,2194000,2221000,699,299,1855,2.012306,false,4502
85,3,math_problem,5856000,3019000,2837000,1019,400,3296,1.939715,false,3030
85,4,math_problem,6862000,3353000,3509000,1433,384,4302,2.046525,false,3617
85,5,math_problem,7927000,4085000,3842000,1830,451,5367,1.940514,false,4094
85,6,math_problem,9049000,4049000,5000000,2294,351,6489,2.234873,false,2866
85,7,math_problem,10016000,4961000,5055000,2656,461,7456,2.018948,false,4595
85,8,math_problem,11405000,5690000,5715000,3130,512,8845,2.004394,false,5499
85,9,math_problem,12828000,5699000,7129000,3659,408,10268,2.250921,false,3902
85,10,math_problem,13866000,6326000,7540000,4081,449,11306,2.191906,false,5317
85,11,math_problem,15470000,6265000,9205000,4540,345,12910,2.469274,false,4488
86,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,7954
86,1,tech_compare,4872000,3102000,1770000,542,512,2312,1.570600,false,5299
86,2,tech_compare,6747000,3633000,3114000,1073,512,4187,1.857143,false,4939
86,3,tech_compare,8727000,4159000,4568000,1599,512,6167,2.098341,false,4681
86,4,tech_compare,10546000,4681000,5865000,2121,512,7986,2.252937,false,6145
86,5,tech_compare,12271000,5206000,7065000,2646,512,9711,2.357088,false,4502
86,6,tech_compare,14170000,5732000,8438000,3172,512,11610,2.472087,false,5321
86,7,tech_compare,16053000,6255000,9798000,3695,512,13493,2.566427,false,5529
86,8,tech_compare,17928000,6782000,11146000,4222,512,15368,2.643468,false,6551
86,9,tech_compare,19794000,7312000,12482000,4752,512,17234,2.707057,false,7166
86,10,tech_compare,21792000,7840000,13952000,5280,512,19232,2.779592,false,7191
86,11,tech_compare,23634000,8367000,15267000,5807,512,21074,2.824668,false,8672
87,0,recipe_iter,2715000,1287000,1428000,22,253,155,2.109557,false,6863
87,1,recipe_iter,3644000,924000,2720000,284,128,1084,3.943723,false,3146
87,2,recipe_iter,4180000,1906000,2274000,421,297,1620,2.193075,false,3538
87,3,recipe_iter,5175000,2053000,3122000,733,264,2615,2.520701,false,4457
87,4,recipe_iter,6092000,2138000,3954000,1008,226,3532,2.849392,false,4115
87,5,recipe_iter,7006000,2803000,4203000,1243,312,4446,2.499465,false,5067
87,6,recipe_iter,8048000,3244000,4804000,1564,336,5488,2.480888,false,3155
87,7,recipe_iter,9146000,3112000,6034000,1912,240,6586,2.938946,false,4443
87,8,recipe_iter,10066000,3535000,6531000,2160,275,7506,2.847525,false,3638
87,9,recipe_iter,11049000,3892000,7157000,2447,289,8489,2.838900,false,3866
